old_commit	old_parent	old_tree	old_author_time	old_subject	old_patch_id	reaching_source_refs	new_commit	new_parent	new_tree	new_author_time	new_subject	new_patch_id	mapping_basis	disposition	notes
c939550053ca3cb6a8762d4dcfcb68e8bf0b9772	8d41543871a7791dbe9917d81a747c9d90839006	d41a161e3e92d40962d34de46686f035c54c2b71	2026-04-08T20:59:54+09:00	docs(readme): document measured risk performance	cada6537bb3bb19b6ca1541d51d664584f6c9f6f	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	b91c8f489acd76508ca15d4bde994b424b7f78ab	aff43752e7934ea53a24c232c4119540a3dd0e92	480c863e16a4a370df026dc9527c70e31b5e04b1	2026-04-04T13:20:53+09:00	docs(readme): document measured risk performance	1999b51b285e18a742616283cd66b72ff45d74e1	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
015cdfeef7ff4d04c254e77affb1c7f0d73c229b	c939550053ca3cb6a8762d4dcfcb68e8bf0b9772	d1112637534156cb49cd33dbc4bdc24e6328c840	2026-04-09T14:59:09+09:00	fix(config): separate Redis connection and command timeouts	3d1fb9858e808c62b04597866b93f2d550f5dc5d	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	102a48a25c3896a715c91a1b91b10c33d95ab254	b91c8f489acd76508ca15d4bde994b424b7f78ab	91e98aeafa8224bac3f4b6bacd735a3ce1da7e4d	2026-04-04T14:05:19+09:00	fix(config): separate Redis connection and command timeouts	3d1fb9858e808c62b04597866b93f2d550f5dc5d	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
3d0624ce31e01071262476918dbf98ad9fdad0ce	015cdfeef7ff4d04c254e77affb1c7f0d73c229b	871a7e3a2b31b1e06de169174786d1061555dd28	2026-06-11T09:18:41+09:00	fix(event): align the placed-bet topic with the publisher	3f798a960d753fac1355a58f7608bb08356cd045	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	85eaca279c73e1ee7f1ebec9ab6c4656bc0deb54	102a48a25c3896a715c91a1b91b10c33d95ab254	c054d017aef30121d0e501863c32209390156067	2026-04-04T14:50:44+09:00	fix(event): align the placed-bet topic with the publisher	3f798a960d753fac1355a58f7608bb08356cd045	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
04f261ec8fa5849aebc09ce28d07b56c40d003d4	3d0624ce31e01071262476918dbf98ad9fdad0ce	bd19823e061444b5ecec73ffed44e9edeeda1c69	2026-06-14T13:07:39+09:00	docs(readme): keep standalone risk service guidance	fce6a131810613b5b7cd2fb2cfc8253daefe227d	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	c8f44609561284ad38128211e1ae0ab8177664d9	85eaca279c73e1ee7f1ebec9ab6c4656bc0deb54	37a680d0f6c3d66bb4089a6b72f43560195701d9	2026-04-04T15:35:31+09:00	docs(readme): keep standalone risk service guidance	f326f3670d24f3ea7145d41bada3c262c3b5d369	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
4930eed14ac182ad5b33de14b38faf963de44cce	04f261ec8fa5849aebc09ce28d07b56c40d003d4	5f62594d0f90558031b6cf7a1a34cac451d4d922	2026-07-11T10:32:51+09:00	build(risk): align the shared protocol version	83355a85181d9ab9f28f173a2413ee9d6a3a1698	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	31ba75d51b48228d11f94979bd36f0d337297f34	c8f44609561284ad38128211e1ae0ab8177664d9	64e53e54a5f2372bd415ac11bc8699ac22dcb116	2026-04-04T16:20:17+09:00	build(risk): align the shared protocol version	83355a85181d9ab9f28f173a2413ee9d6a3a1698	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
bcc31092e8363f76e450b1d2fb8eee43ceda0005	4930eed14ac182ad5b33de14b38faf963de44cce	7598baed0439d4919cd92766e1a746558ea300a5	2026-07-13T13:07:11+09:00	fix(events): make placed-bet ingestion replay-safe	d2e4ce1afafe064b415043a051f536dc1c587cfb	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	4d195f724b3009faa50b158de9e5959b1760807f	31ba75d51b48228d11f94979bd36f0d337297f34	6018135491ad0840f74fb16ad052289e43a520a0	2026-04-04T17:05:48+09:00	fix(events): make placed-bet ingestion replay-safe	d2e4ce1afafe064b415043a051f536dc1c587cfb	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
d81e90980716efb49742cfa93a15396837da510a	bcc31092e8363f76e450b1d2fb8eee43ceda0005	463b097bfc0d1f8fab482cd4de3b8889868701e5	2026-07-13T13:19:23+09:00	test(load): enforce the repeatable risk release gate	3ac316c95f55c6b509e27c40e4577c022aa3a953	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	a528f09ad3438283410fcafb5841a73c2724af82	4d195f724b3009faa50b158de9e5959b1760807f	d6f45718ee7268097da9fa800fed8d228f5620df	2026-04-04T18:10:29+09:00	test(load): enforce the repeatable risk release gate	3ac316c95f55c6b509e27c40e4577c022aa3a953	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
e7e0d7516cca2fe80d8274c60c9d6b149f550537	d81e90980716efb49742cfa93a15396837da510a	c126c55045b56a583cb2623d8909c45f959137ee	2026-07-13T13:27:41+09:00	test(gate): bind risk evidence to a clean source tree	4256c96a8b9579208e8385ae01ecfe35a3eca066	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	d58642ef734ce1107bdf316ee1e33ededd122fe6	a528f09ad3438283410fcafb5841a73c2724af82	a48b531fc6f93a13df6f8df10bed42daed424e05	2026-04-05T09:10:25+09:00	test(gate): bind risk evidence to a clean source tree	4256c96a8b9579208e8385ae01ecfe35a3eca066	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
eb734b72007c9e302c520a3d3c32c5a337a54e78	e7e0d7516cca2fe80d8274c60c9d6b149f550537	bf2aee397af5fc9e4f6f2a668febd069b52c4959	2026-07-13T17:06:13+09:00	perf(counter): avoid empty-window Redis work	df9924e3cf1b7e1ce430c41c79b5154edb7debee	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	97143d5063e5788194ae87d37933216c0aef421b	d58642ef734ce1107bdf316ee1e33ededd122fe6	953912ad13959115cc9f347ad215f49ec9d1376e	2026-04-05T09:55:42+09:00	perf(counter): avoid empty-window Redis work	df9924e3cf1b7e1ce430c41c79b5154edb7debee	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
4f6ee67cf72b2ea437189656e3df241623aba330	eb734b72007c9e302c520a3d3c32c5a337a54e78	7b6da83d97555ec1b7e6a8602cbce50bde2e89a7	2026-07-13T17:06:40+09:00	docs(load): record the verified risk gate	8c74d8a447409d6be3397fe16dc298b52bf24f0a	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	0ba282e35aee87098b590928af720ba3e1b54e1c	97143d5063e5788194ae87d37933216c0aef421b	e349af8638f535a154904622e1b25aea002fee39	2026-04-05T10:40:16+09:00	docs(load): record the verified risk gate	b3b33c8145db454438a451bb5ce07ae7f94ec746	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
b9009b3bbfd193553a4d9f58c63ccc6799b1535c	4f6ee67cf72b2ea437189656e3df241623aba330	cd96fa455ac196dc5e011a620f3898b571ba44b7	2026-07-14T12:18:47+09:00	perf(counter): skip empty-window cleanup commands	0780a7a4305508b60a9dda1331447051832449d6	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	e9807e4712197e3a3d3487d85a9286f27f18b620	0ba282e35aee87098b590928af720ba3e1b54e1c	8123ad69e40f8de27823d600e43a0cedc5f9ad6a	2026-04-05T11:25:38+09:00	perf(counter): skip empty-window cleanup commands	0780a7a4305508b60a9dda1331447051832449d6	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
e9f29468f7c32c42466ef11bd57a9ec001c52d5e	b9009b3bbfd193553a4d9f58c63ccc6799b1535c	43c8a2e5f2828abc1573b4bdd231c3558cbd6df9	2026-07-14T12:47:16+09:00	docs(load): record the bounded fast-path result	de638c73640f5f9a762612f5e7abac9c75ce6790	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	351dffab0815851ffe289442feed209fa2fad47d	e9807e4712197e3a3d3487d85a9286f27f18b620	3bf0f188fe1f50ce8cccd22655f461b3919b3989	2026-04-05T12:10:21+09:00	docs(load): record the bounded fast-path result	799c460d336e0e74933d23f1c7c51caab03f4bf0	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
1ce8e32d4b48c22eeb5c1838a166c295cbdafb04	e9f29468f7c32c42466ef11bd57a9ec001c52d5e	e71e1ab45af8757930e151e177dffedf84a17755	2026-07-14T13:16:42+09:00	test(load): enforce Kafka metadata readiness	2782d0cad89c52536a5468ad99fcd7aa1ac4f152	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	11b3b178d10defa23aa361eebd12c090bde60413	351dffab0815851ffe289442feed209fa2fad47d	ac0582260df8caae4f261cc664563e7364028346	2026-04-05T12:55:47+09:00	test(load): enforce Kafka metadata readiness	9270fefe4713b1a95b85e2ac26d255225362a028	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
b847e7239664659d923e051288205914592f9322	1ce8e32d4b48c22eeb5c1838a166c295cbdafb04	79a9885ccc3faa9e5531430071062e3a0e4a3913	2026-07-14T13:48:29+09:00	docs(load): record the metadata-ready red gate	dc3a0fcc96e670b78c71ab6d1cc485e69c1c9fae	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	94c0fcd8665fae02954dbdec0863816e1b1306ba	11b3b178d10defa23aa361eebd12c090bde60413	e2e552b0fc51247343301ed6ec169dbf2ee33756	2026-04-05T13:40:13+09:00	docs(load): record the metadata-ready red gate	bd5de66207a6f3fdcaefb025ea523f45310f68bc	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
5f39928fac71854bf19f47cafec45ede8eb05f96	b847e7239664659d923e051288205914592f9322	5cce319feed46245025cb3654b4d45876370af75	2026-07-14T14:18:43+09:00	perf(read): snapshot Redis facts atomically	87771fc3aede20de5675b59c9c694d00a28a5cf7	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	7cac69d9e1578b34cffcbffd3e56ffc70cbf6233	94c0fcd8665fae02954dbdec0863816e1b1306ba	819fd0d6307decf29d318cbde014823e34ceb886	2026-04-05T14:25:39+09:00	perf(read): snapshot Redis facts atomically	87771fc3aede20de5675b59c9c694d00a28a5cf7	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
df66a871b19aa82eef6633fdb7a485196bb0694c	5f39928fac71854bf19f47cafec45ede8eb05f96	764c75bffb2b659f98cd895477c6e4500dbd672e	2026-07-14T14:47:19+09:00	test(load): bind the snapshot release gate	399d7d5d69d4cb429073d83c97d73eb5ee0c8e66	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	9134e0b3fad0a32e0a987eaf3ae7cb82f2945126	7cac69d9e1578b34cffcbffd3e56ffc70cbf6233	6e91edf2c5cd1307f78bb9bc4d1bbc0ef0f0d4fd	2026-04-05T15:10:24+09:00	test(load): bind the snapshot release gate	399d7d5d69d4cb429073d83c97d73eb5ee0c8e66	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
49c6ec9e023ad0c831de563869b0c22ae46ffeee	df66a871b19aa82eef6633fdb7a485196bb0694c	6c5ececc909b9baec47ee7c171e9d14304a32d81	2026-07-14T16:06:37+09:00	docs(load): record the atomic snapshot red gate	c6537c1e6946365ec1f3b76e1231bada9dbc37d7	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	c9eadb231add416f980cb37f85645e26cf3436a0	9134e0b3fad0a32e0a987eaf3ae7cb82f2945126	c926e69f735bfe2f0b7ef510264a1b6f4911e1d6	2026-04-05T15:55:46+09:00	docs(load): record the atomic snapshot red gate	effb9c40697c17c956cb556ca54135f756f7385f	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
c42f33fea9372fb182bc85fb61364dec58d5d9a8	49c6ec9e023ad0c831de563869b0c22ae46ffeee	501e086dd91c301c29a1f6d06695908fcce1025e	2026-07-14T15:08:05+09:00	perf(read): combine risk facts in one Redis round-trip	a19474117c8ae10104d77838fc6e490dc452f034	pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1	2e53118466dcf1a118a96879f820a20926c9e2a6	c9eadb231add416f980cb37f85645e26cf3436a0	aa5f1310f29454b64eed75453e5a4f4339311969	2026-04-05T16:40:12+09:00	perf(read): combine risk facts in one Redis round-trip	a19474117c8ae10104d77838fc6e490dc452f034	stable_patch_id	delete_legacy_duplicate_map_to_canonical_main	stable_patch_id_matches_main:fbab50ec1f7af965d6d8350b6cf91b20552c3a8c
eebe87c0b8c9c889c1d99ef13f68c84724706cc7	c42f33fea9372fb182bc85fb61364dec58d5d9a8	3d2c6de36daa0b024bc392d26a76be68a7be90c0	2026-07-14T15:08:24+09:00	test(load): bind the single-snapshot release gate	d41539aaa26ffe969e3c15deedfe72c0735f19c8	pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1	ef6661f99407a568b5c0c53e996c8ff8a18c4335	2e53118466dcf1a118a96879f820a20926c9e2a6	a4298cb43f42504a478784f28ade28dea501f45f	2026-04-05T17:25:37+09:00	test(load): bind the single-snapshot release gate	d41539aaa26ffe969e3c15deedfe72c0735f19c8	stable_patch_id	delete_legacy_duplicate_map_to_canonical_main	stable_patch_id_matches_main:740535e0c62968a4aece824673bec279da4bbe9f
76c822b69bc816bad333479dfee79dcf3d19212b	eebe87c0b8c9c889c1d99ef13f68c84724706cc7	f5aedf415f793bfed1ab057df5ba447c241c677b	2026-07-14T17:02:45+09:00	docs(load): record the single-snapshot qualification	3fbbcf8623403ddf0a726c84cd76ceb122c116eb	pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1	de3ddc4c54ec5f992ef893ae96e4a1673024e163	ef6661f99407a568b5c0c53e996c8ff8a18c4335	7760c735992ddbc92466ca73de8f20959b734e10	2026-04-05T18:10:28+09:00	docs(load): record the single-snapshot qualification	1b380931be75db2c3e501db567459bed5af810b3	stable_patch_id	delete_legacy_duplicate_map_to_canonical_main	stable_patch_id_matches_main:5c81d6f3ba2e095c92e4c75c1127b9fd3b5effe6
6f17d0c7d8361c2db2e26555a5854d01612305fb	76c822b69bc816bad333479dfee79dcf3d19212b	0287dfb7e5eab6771bce3fc4eed14b41c0920af8	2026-07-15T17:57:05+09:00	docs(release): correct learner navigation	00e724a7522e16fc778fd2a986eb2c05660976a6	pre-history-clean-risk-v1.0.2,risk-v1.0.1							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
fbab50ec1f7af965d6d8350b6cf91b20552c3a8c	49c6ec9e023ad0c831de563869b0c22ae46ffeee	501e086dd91c301c29a1f6d06695908fcce1025e	2026-07-16T09:08:44+09:00	perf(read): combine risk facts in one Redis round-trip	a19474117c8ae10104d77838fc6e490dc452f034	main,risk-v1.0.2	2e53118466dcf1a118a96879f820a20926c9e2a6	c9eadb231add416f980cb37f85645e26cf3436a0	aa5f1310f29454b64eed75453e5a4f4339311969	2026-04-05T16:40:12+09:00	perf(read): combine risk facts in one Redis round-trip	a19474117c8ae10104d77838fc6e490dc452f034	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
740535e0c62968a4aece824673bec279da4bbe9f	fbab50ec1f7af965d6d8350b6cf91b20552c3a8c	3d2c6de36daa0b024bc392d26a76be68a7be90c0	2026-07-16T09:08:45+09:00	test(load): bind the single-snapshot release gate	d41539aaa26ffe969e3c15deedfe72c0735f19c8	main,risk-v1.0.2	ef6661f99407a568b5c0c53e996c8ff8a18c4335	2e53118466dcf1a118a96879f820a20926c9e2a6	a4298cb43f42504a478784f28ade28dea501f45f	2026-04-05T17:25:37+09:00	test(load): bind the single-snapshot release gate	d41539aaa26ffe969e3c15deedfe72c0735f19c8	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
5c81d6f3ba2e095c92e4c75c1127b9fd3b5effe6	740535e0c62968a4aece824673bec279da4bbe9f	f5aedf415f793bfed1ab057df5ba447c241c677b	2026-07-16T09:08:46+09:00	docs(load): record the single-snapshot qualification	3fbbcf8623403ddf0a726c84cd76ceb122c116eb	main,risk-v1.0.2	de3ddc4c54ec5f992ef893ae96e4a1673024e163	ef6661f99407a568b5c0c53e996c8ff8a18c4335	7760c735992ddbc92466ca73de8f20959b734e10	2026-04-05T18:10:28+09:00	docs(load): record the single-snapshot qualification	1b380931be75db2c3e501db567459bed5af810b3	direct_main_replay	metadata_timestamp_replay_with_release_guide_reconciliation	source_release_status_and_Document_Box_backlink_integrated;provenance_removed
be7b9c43f435323b0c638d68fd9c649557fc1bc0	5c81d6f3ba2e095c92e4c75c1127b9fd3b5effe6	b7ab38ce1ca38a1538a5583fe73bfc46d02a8a4a	2026-07-16T09:08:47+09:00	docs(release): correct learner navigation	3152a58ce2e7865d78066fefa1e58416b9626f98	main,risk-v1.0.2							direct_main_replay	exclude_learner_navigation_integrate_source_status_and_backlink	versioned_learning_navigation_removed;release_status_and_Document_Box_backlink_integrated_into_prior_source_guide
